precision,recall,f1-score,support
0.03590192644483362,0.211340206185567,0.061377245508982034,194.0
0.9060810810810811,0.3852341281241023,0.5406168111267889,3481.0
0.028446389496717725,0.2736842105263158,0.05153617443012884,95.0
0.0,0.0,0.0,2.0
0.37327677624602335,0.37327677624602335,0.37327677624602335,0.37327677624602335
0.2426073492556581,0.2175646362089963,0.16338255776647495,3772.0
0.8387422120826428,0.37327677624602335,0.5033643270763407,3772.0
